Timestamp(ms),Preprocess(ms),Infer(ms),Postprocess(ms),Total(ms)
1764904466433,0,40,2,43
1764904466477,0,40,2,44
1764904466520,0,39,2,42
1764904466563,0,39,2,42
1764904466606,0,40,2,43
1764904466649,0,40,2,43
1764904466692,0,40,2,43
1764904466736,0,40,2,43
1764904466779,0,39,2,42
1764904466823,0,40,2,44
1764904466866,0,39,2,43
1764904466909,0,38,2,42
1764904466952,0,38,2,41
1764904466995,0,39,2,42
1764904467039,0,40,3,44
1764904467082,0,39,2,42
1764904467125,0,39,2,42
1764904467168,0,40,2,43
1764904467211,0,39,2,43
1764904467255,0,40,2,43
1764904467300,0,41,3,45
1764904467342,0,35,2,39
1764904467386,0,39,3,43
1764904467428,0,38,2,42
1764904467472,2,37,2,43
1764904467516,0,39,3,43
1764904467558,0,38,2,42
1764904467603,2,39,2,44
1764904467645,0,36,2,40
1764904467688,0,39,2,42
1764904467731,0,39,2,42
1764904467775,0,40,3,44
1764904467817,1,37,2,41
1764904467862,0,38,3,43
1764904467905,2,36,3,42
1764904467947,0,39,2,42
1764904467991,0,40,2,43
1764904468035,1,38,3,44
1764904468077,1,38,2,41
1764904468121,0,39,3,43
1764904468164,0,38,3,42
1764904468207,0,38,2,42
1764904468250,0,39,2,42
1764904468293,0,39,2,43
1764904468336,0,40,2,43
1764904468380,0,40,3,44
1764904468423,0,39,2,42
1764904468466,0,40,2,43
1764904468509,0,40,2,43
1764904468553,0,40,2,43
1764904468596,0,40,2,43
1764904468639,0,39,2,43
1764904468682,0,39,2,42
1764904468726,0,40,2,43
1764904468769,0,39,2,42
1764904468812,0,40,2,43
1764904468857,0,40,2,44
1764904468899,0,38,2,41
1764904468946,0,40,5,47
1764904468986,0,34,3,38
1764904469030,0,39,2,43
1764904469075,1,36,5,43
1764904469116,1,34,3,40
1764904469159,1,38,3,42
1764904469203,1,38,3,42
1764904469246,0,38,4,43
1764904469290,2,36,4,43
1764904469332,0,37,3,41
1764904469376,0,38,3,43
1764904469425,1,40,7,49
1764904469468,2,33,3,39
1764904469510,0,33,4,38
1764904469552,2,36,2,41
1764904469594,0,39,2,42
1764904469639,3,38,2,44
1764904469681,0,38,2,41
1764904469724,0,40,2,43
1764904469768,0,40,2,43
1764904469811,0,39,2,42
1764904469854,0,39,2,43
1764904469898,0,39,2,43
1764904469941,0,39,2,43
1764904469985,0,40,2,43
1764904470027,0,39,2,42
1764904470070,0,39,2,42
1764904470114,0,39,2,43
1764904470157,0,39,2,42
1764904470200,0,40,2,43
1764904470243,0,40,2,43
1764904470286,0,39,2,42
1764904470330,0,40,2,43
1764904470375,0,40,4,44
1764904470418,0,36,4,41
1764904470459,0,38,2,41
1764904470503,0,40,2,43
1764904470546,0,40,2,43
1764904470590,0,39,2,42
1764904470633,0,38,2,41
1764904470676,0,39,2,42
1764904470719,0,39,2,43
1764904470763,0,40,2,43
1764904470806,0,39,2,42
1764904470850,0,39,3,44
1764904470893,0,39,2,42
1764904470937,0,37,4,42
1764904470981,1,36,4,42
1764904471023,0,38,3,42
1764904471066,0,39,2,42
1764904471109,0,39,2,42
1764904471153,0,39,2,43
1764904471199,0,42,3,46
1764904471242,0,36,5,42
1764904471282,0,36,2,40
1764904471325,0,39,2,43
1764904471371,0,39,4,45
1764904471413,0,37,4,42
1764904471457,0,39,3,43
1764904471501,0,37,4,42
1764904471542,0,37,2,41
1764904471585,0,39,2,42
1764904471629,0,39,3,43
1764904471672,0,39,2,42
1764904471716,0,39,3,43
1764904471764,1,38,7,47
1764904471802,1,33,3,38
1764904471845,2,37,3,43
1764904471892,1,39,3,44
1764904471934,0,34,2,38
1764904471982,0,41,4,47
1764904472024,3,29,6,39
1764904472065,0,35,3,40
1764904472113,1,34,8,44
1764904472152,0,33,5,39
1764904472219,0,37,27,65
1764904472255,0,28,7,36
1764904472299,1,33,8,43
1764904472342,0,36,5,42
1764904472387,4,33,4,43
1764904472440,0,37,14,52
1764904472482,0,36,4,41
1764904472524,0,37,3,42
1764904472567,0,36,3,40
1764904472612,1,38,3,43
1764904472671,4,37,14,56
1764904472706,0,30,3,34
1764904472748,0,35,2,39
1764904472802,0,41,11,53
1764904472842,0,31,6,39
1764904472883,0,37,3,41
1764904472939,0,35,17,54
1764904472976,0,30,5,36
1764904473019,3,30,4,39
1764904473066,6,35,5,47
1764904473112,0,33,11,45
1764904473152,0,31,6,39
1764904473194,0,35,6,42
1764904473236,0,30,5,36
1764904473277,0,33,2,36
1764904473320,0,39,2,43
1764904473367,0,42,3,46
1764904473407,0,36,2,39
1764904473452,0,40,4,45
1764904473493,0,37,2,40
1764904473538,0,39,3,44
1764904473582,0,39,2,43
1764904473623,0,37,2,40
1764904473667,1,38,2,42
1764904473710,0,39,3,43
1764904473753,0,39,2,42
1764904473797,0,39,3,44
1764904473839,0,38,2,41
1764904473883,0,38,2,42
1764904473926,0,39,2,42
1764904473970,0,40,2,43
1764904474015,0,40,3,44
1764904474056,0,37,2,40
1764904474099,0,39,2,43
1764904474142,0,40,2,43
1764904474191,1,37,7,46
1764904474229,0,34,2,37
1764904474275,0,42,2,45
1764904474317,0,37,4,42
1764904474363,0,37,6,45
1764904474402,0,35,2,38
1764904474445,0,38,2,42
1764904474488,0,39,2,42
1764904474532,0,39,2,43
1764904474576,0,40,2,43
1764904474619,0,39,2,42
1764904474662,1,39,2,42
1764904474705,0,40,2,43
1764904474748,0,39,2,42
1764904474791,0,39,2,42
1764904474835,0,40,2,43
1764904474878,0,39,2,42
1764904474922,0,40,2,44
1764904474965,1,38,2,42
1764904475009,0,40,2,44
1764904475052,0,38,3,41
1764904475095,0,38,2,42
1764904475139,1,37,4,43
1764904475182,0,38,3,43
1764904475225,1,37,3,42
1764904475270,0,40,3,45
1764904475315,0,39,3,44
1764904475355,0,34,3,38
1764904475401,3,35,6,46
1764904475452,0,36,13,50
1764904475492,0,31,7,39
1764904475535,0,31,5,38
1764904475574,1,35,2,39
1764904475618,1,39,3,43
1764904475661,1,38,2,42
1764904475704,0,39,2,42
1764904475747,0,39,2,42
1764904475791,0,38,3,42
1764904475834,0,38,2,42
1764904475877,0,39,2,42
1764904475920,0,39,2,43
1764904475963,0,39,2,42
1764904476007,0,39,2,42
1764904476051,0,40,2,43
1764904476094,0,38,2,42
1764904476137,0,39,2,42
1764904476180,0,39,2,42
1764904476224,0,40,2,43
1764904476268,1,40,2,44
1764904476310,0,38,2,42
1764904476356,0,39,5,46
1764904476396,0,36,2,39
1764904476444,0,40,6,47
1764904476483,0,35,2,38
1764904476527,0,39,3,43
1764904476571,2,36,3,42
1764904476613,0,38,2,41
1764904476655,0,39,2,42
1764904476700,0,39,3,43
1764904476743,1,38,2,42
1764904476786,1,38,3,43
1764904476830,1,38,3,43
1764904476872,0,38,2,42
1764904476915,0,39,2,42
1764904476958,0,40,2,43
1764904477002,0,40,2,44
1764904477046,0,39,2,42
1764904477098,0,43,7,51
1764904477134,0,31,2,34
1764904477182,0,41,4,46
1764904477221,0,34,2,38
1764904477264,0,39,2,42
1764904477307,0,39,2,43
1764904477353,0,38,4,44
1764904477393,0,36,2,39
1764904477436,0,39,2,42
1764904477480,0,40,2,43
1764904477524,0,36,3,40
1764904477567,0,39,3,43
1764904477611,0,40,2,44
1764904477653,0,38,2,41
1764904477696,0,39,2,42
1764904477740,0,38,3,42
1764904477784,1,35,3,41
1764904477828,0,37,5,43
1764904477869,0,37,2,40
1764904477912,0,40,2,43
1764904477956,0,39,2,43
1764904477999,0,39,2,42
1764904478042,0,38,2,41
1764904478087,0,39,3,44
1764904478130,0,39,3,43
1764904478172,0,38,2,41
1764904478215,0,39,2,42
1764904478258,0,39,2,42
1764904478302,0,39,2,43
1764904478346,0,39,2,43
1764904478388,0,39,2,42
1764904478431,0,40,2,43
1764904478475,0,38,2,42
1764904478519,0,39,4,44
1764904478565,0,38,6,45
1764904478604,0,35,2,38
1764904478647,0,39,2,42
1764904478691,0,39,2,43
1764904478734,0,40,2,43
1764904478778,0,40,2,43
1764904478820,0,39,2,42
1764904478864,0,40,2,43
1764904478907,0,40,2,43
1764904478950,0,40,2,43
1764904478994,0,40,2,43
1764904479037,0,39,2,43
1764904479080,0,39,2,42
1764904479124,0,39,2,43
1764904479167,0,39,2,42
1764904479210,0,39,2,43
1764904479253,0,39,2,42
1764904479296,1,37,2,41
1764904479339,0,39,2,42
1764904479383,0,40,2,43
1764904479427,0,40,2,43
1764904479470,1,38,2,43
1764904479514,1,39,3,43
1764904479557,3,35,2,41
1764904479600,0,38,3,42
1764904479644,0,37,3,42
1764904479686,0,37,2,41
1764904479730,0,39,3,44
1764904479773,0,36,2,39
1764904479816,0,39,2,42
1764904479859,0,39,2,43
1764904479902,0,39,2,42
1764904479945,0,39,2,43
1764904479989,1,37,3,41
1764904480033,0,38,3,43
1764904480076,0,38,3,42
1764904480118,1,38,2,41
1764904480161,0,40,2,43
1764904480204,0,39,2,43
1764904480249,0,40,2,43
1764904480291,0,39,2,42
1764904480334,0,39,2,43
1764904480378,0,39,2,42
1764904480421,0,40,2,43
1764904480464,0,39,2,42
1764904480507,0,39,2,43
1764904480551,0,40,2,44
1764904480594,0,39,2,42
1764904480637,1,38,2,42
1764904480680,0,39,2,43
1764904480725,0,41,2,44
1764904480768,1,36,3,40
1764904480810,0,38,2,41
1764904480854,0,40,2,44
1764904480897,0,38,2,41
1764904480940,0,39,2,42
1764904480983,0,40,2,43
1764904481026,0,40,2,43
1764904481070,0,40,2,43
1764904481113,0,39,2,43
1764904481156,0,39,2,43
1764904481200,0,40,2,43
1764904481243,0,39,2,42
1764904481290,0,40,6,47
1764904481331,2,35,2,40
1764904481373,1,37,2,41
1764904481418,0,42,2,45
1764904481467,0,40,7,48
1764904481531,0,47,3,52
1764904481588,1,47,6,55
1764904481629,0,35,3,39
1764904481680,1,44,4,50
1764904481716,1,30,4,35
1764904481757,1,36,2,40
1764904481801,0,40,2,44
1764904481843,3,36,2,42
1764904481886,3,36,2,42
1764904481929,0,39,2,42
1764904481972,0,39,2,43
1764904482016,0,39,2,42
1764904482060,0,39,2,43
1764904482102,0,38,2,41
1764904482145,0,40,2,43
1764904482189,0,40,2,43
1764904482233,0,37,3,42
1764904482276,0,39,2,42
1764904482318,0,38,2,41
1764904482362,0,40,2,43
1764904482405,0,37,2,40
1764904482448,0,39,2,42
1764904482492,0,39,2,43
1764904482535,0,39,2,42
1764904482579,0,39,2,43
1764904482621,0,39,2,42
1764904482665,0,40,2,43
1764904482708,0,39,2,42
1764904482751,0,39,2,42
1764904482795,0,39,2,43
1764904482838,0,39,2,43
1764904482881,0,37,2,41
1764904482927,0,41,3,46
1764904482969,1,36,4,41
1764904483013,0,38,3,43
1764904483055,0,37,3,42
1764904483099,1,38,3,43
1764904483142,0,38,3,43
1764904483186,0,38,4,44
1764904483228,0,37,3,41
1764904483270,0,38,2,42
1764904483315,0,39,3,44
1764904483358,0,37,3,42
1764904483401,0,38,3,42
1764904483445,0,39,3,43
1764904483489,0,38,3,43
1764904483533,1,39,2,43
1764904483574,0,34,3,37
1764904483617,0,38,2,42
1764904483661,0,37,3,42
1764904483704,0,38,3,42
1764904483746,1,35,2,39
1764904483790,0,40,2,43
1764904483833,0,37,2,40
1764904483876,0,40,2,43
1764904483921,0,40,3,44
1764904483963,3,36,2,41
1764904484006,0,40,2,43
1764904484050,0,38,2,41
1764904484092,0,39,2,42
1764904484136,0,40,2,43
1764904484179,0,39,2,42
1764904484223,0,40,2,43
1764904484265,0,39,2,42
1764904484309,0,40,2,43
1764904484352,0,40,2,43
1764904484396,0,39,2,43
1764904484439,0,39,2,42
1764904484482,0,39,2,42
1764904484525,0,40,2,43
1764904484569,0,40,2,43
1764904484612,0,39,2,42
1764904484656,0,39,2,43
1764904484699,1,39,3,43
1764904484743,0,39,3,43
1764904484787,1,38,4,43
1764904484830,1,37,4,43
1764904484872,0,37,3,42
1764904484915,0,39,2,42
1764904484958,0,39,2,42
1764904485002,0,39,3,43
1764904485046,0,40,2,44
1764904485088,0,36,2,39
1764904485132,0,39,2,42
1764904485174,0,36,2,39
1764904485219,0,39,2,43
1764904485262,0,38,3,42
1764904485305,0,38,3,43
1764904485348,0,38,2,42
1764904485391,0,39,2,42
1764904485434,0,40,2,43
1764904485478,0,40,2,43
1764904485521,0,39,2,42
1764904485564,0,39,2,42
1764904485607,0,40,2,43
1764904485650,0,39,2,42
1764904485694,0,40,2,44
1764904485737,0,39,2,42
1764904485781,0,39,2,43
1764904485823,0,39,2,42
1764904485867,0,40,2,43
1764904485910,0,39,2,43
1764904485954,0,39,2,43
1764904485997,0,39,2,43
1764904486040,0,39,2,42
1764904486083,0,39,2,43
1764904486127,0,40,2,43
1764904486171,0,39,4,44
1764904486215,0,38,4,43
1764904486257,0,36,3,40
1764904486299,0,39,2,42
1764904486343,1,39,2,43
1764904486388,1,40,2,44
1764904486432,0,37,4,43
1764904486473,0,36,3,40
1764904486517,0,38,4,44
1764904486559,0,38,2,41
1764904486602,0,39,2,43
1764904486648,0,39,5,45
1764904486691,0,37,4,42
1764904486735,1,36,5,43
1764904486776,1,33,2,37
1764904486819,0,38,2,42
1764904486862,0,38,3,42
1764904486905,0,37,2,40
1764904486949,0,39,2,43
1764904486992,0,39,2,43
1764904487037,0,38,4,43
1764904487081,0,38,5,44
1764904487122,0,36,2,40
1764904487167,0,39,4,44
1764904487209,0,37,3,42
1764904487252,1,36,3,40
1764904487295,0,38,2,42
1764904487340,1,38,4,44
1764904487387,1,37,7,46
1764904487426,0,35,3,39
1764904487468,0,36,2,39
1764904487511,0,39,2,42
1764904487556,1,40,3,45
1764904487598,0,37,2,41
1764904487642,0,40,2,44
1764904487684,0,38,2,41
1764904487727,0,39,2,42
1764904487771,0,39,2,43
1764904487822,0,45,5,50
1764904487867,3,35,5,44
1764904487911,0,34,4,39
1764904487954,0,35,5,41
1764904488001,0,37,8,47
1764904488038,0,32,3,37
1764904488081,0,39,2,42
1764904488124,0,39,2,42
1764904488171,0,42,3,46
1764904488211,1,35,2,39
1764904488254,0,39,3,43
1764904488297,0,39,2,42
1764904488340,0,39,2,42
1764904488384,0,40,2,43
1764904488427,0,39,2,43
1764904488470,0,39,2,42
1764904488514,0,40,2,43
1764904488556,0,39,2,42
1764904488600,0,40,2,43
1764904488645,0,39,4,44
1764904488689,0,37,5,43
1764904488730,0,37,2,40
1764904488773,0,39,2,42
1764904488816,0,39,2,42
1764904488859,0,39,2,42
1764904488904,0,38,3,42
1764904488946,0,38,2,42
1764904488990,0,39,3,43
1764904489033,0,39,2,42
1764904489077,0,39,3,44
1764904489119,0,37,2,41
1764904489165,1,39,5,45
1764904489206,0,36,2,40
1764904489249,0,39,2,43
1764904489292,0,39,2,42
1764904489335,0,39,2,42
1764904489379,0,40,2,44
1764904489422,1,39,2,43
1764904489466,0,38,2,42
1764904489511,0,40,3,44
1764904489551,0,37,2,40
1764904489595,1,39,2,43
1764904489653,0,41,15,57
1764904489700,1,31,13,46
1764904489734,0,27,3,31
Timestamp(ms),Preprocess(ms),Infer(ms),Postprocess(ms),Total(ms)
1764904604602,0,51,5,57
1764904604660,0,40,17,58
1764904604707,5,28,4,39
1764904604749,1,37,3,41
1764904604795,0,40,3,45
1764904604836,0,35,4,40
1764904604887,0,38,10,50
1764904604935,0,35,11,47
1764904604970,0,28,3,33
1764904605014,0,40,2,44
1764904605056,0,36,2,39
1764904605100,0,39,3,43
1764904605143,0,38,3,43
1764904605185,0,38,2,42
1764904605228,0,39,2,42
1764904605272,0,40,2,43
1764904605315,0,39,2,42
1764904605358,0,39,2,43
1764904605402,0,40,2,43
1764904605445,0,38,2,42
1764904605489,0,40,3,44
1764904605532,0,38,2,41
1764904605574,0,39,2,42
1764904605622,0,39,7,48
1764904605666,0,35,5,40
1764904605726,3,44,11,59
1764904605767,7,27,5,40
1764904605820,7,31,7,47
1764904605876,0,47,2,51
1764904605908,0,29,2,32
1764904605952,0,39,2,43
1764904605994,0,39,2,42
1764904606038,0,40,2,43
1764904606081,0,39,2,43
1764904606124,0,39,2,42
1764904606169,0,40,3,44
1764904606212,0,38,2,41
1764904606255,0,39,3,43
1764904606298,0,38,3,42
1764904606341,0,38,2,41
1764904606384,0,39,3,43
1764904606428,0,39,3,43
1764904606471,0,39,3,43
1764904606513,1,38,2,42
1764904606558,0,40,3,43
1764904606600,1,38,2,41
1764904606644,1,39,3,44
1764904606686,0,38,2,42
1764904606730,0,39,2,43
1764904606773,0,39,2,43
1764904606816,0,39,2,43
1764904606860,0,39,2,43
1764904606903,0,39,2,42
1764904606946,0,40,2,43
1764904606989,0,39,2,42
1764904607033,0,39,3,43
1764904607078,0,39,4,44
1764904607119,0,36,2,40
1764904607163,0,39,3,43
1764904607206,0,39,2,42
1764904607249,0,40,2,43
1764904607292,0,39,2,42
1764904607337,1,39,4,45
1764904607378,1,37,2,40
1764904607422,0,39,2,42
1764904607466,0,40,3,44
1764904607508,0,36,2,40
1764904607553,0,39,3,44
1764904607595,0,38,2,41
1764904607638,0,39,2,43
1764904607682,0,40,2,43
1764904607725,0,39,3,43
1764904607769,0,39,3,43
1764904607811,1,37,2,42
1764904607854,0,39,2,42
1764904607898,0,40,2,43
1764904607941,1,37,2,41
1764904607986,3,36,4,44
1764904608031,1,39,2,43
1764904608071,0,36,2,39
1764904608116,0,39,4,44
1764904608158,0,38,2,41
1764904608202,0,40,2,43
1764904608244,0,38,2,42
1764904608287,0,39,2,42
1764904608332,0,40,3,44
1764904608374,0,38,2,41
1764904608417,0,39,2,42
1764904608461,0,40,2,43
1764904608504,0,38,2,42
1764904608547,0,39,2,42
1764904608590,0,39,2,43
1764904608636,0,39,4,45
1764904608678,0,36,4,41
1764904608720,0,38,2,41
1764904608763,0,39,2,43
1764904608808,0,39,4,44
1764904608849,0,36,2,39
1764904608894,0,41,2,44
1764904608936,0,38,2,41
1764904608980,0,40,2,43
1764904609022,0,39,2,42
1764904609066,0,39,3,43
1764904609109,0,39,2,42
1764904609153,0,40,2,43
1764904609196,0,39,2,43
1764904609239,0,37,2,40
1764904609283,0,40,2,44
1764904609326,0,39,2,42
1764904609368,1,38,2,42
1764904609412,0,38,2,41
1764904609455,0,39,2,42
1764904609500,0,40,3,44
1764904609541,1,36,2,40
1764904609585,0,39,2,43
1764904609628,0,39,2,42
1764904609672,0,39,3,44
1764904609716,0,38,4,43
1764904609758,1,37,2,41
1764904609801,0,39,2,42
1764904609847,0,39,4,45
1764904609889,0,35,3,39
1764904609931,0,39,2,42
1764904609977,0,39,5,45
1764904610018,0,36,2,40
1764904610062,0,40,2,43
1764904610104,0,38,2,42
1764904610148,0,39,2,42
1764904610191,0,39,2,43
1764904610234,2,38,2,43
1764904610277,0,39,2,42
1764904610320,0,40,2,43
1764904610364,0,40,2,44
1764904610407,1,38,2,42
1764904610450,0,39,2,43
1764904610493,0,39,2,42
1764904610537,0,39,3,43
1764904610579,0,39,2,42
1764904610624,0,39,3,44
1764904610666,0,37,2,41
1764904610711,0,39,3,44
1764904610753,0,38,2,41
1764904610797,0,40,3,44
1764904610839,0,38,2,41
1764904610883,0,40,2,43
1764904610926,0,39,3,43
1764904610970,0,37,2,41
1764904611012,1,36,2,39
1764904611055,0,39,2,42
1764904611099,1,39,2,43
1764904611142,1,39,2,42
1764904611185,0,39,2,43
1764904611229,0,39,2,43
1764904611272,0,39,2,42
1764904611315,0,39,2,43
1764904611359,0,38,3,42
1764904611402,0,38,2,42
1764904611445,0,39,2,42
1764904611491,1,41,2,45
1764904611532,0,37,3,41
1764904611575,0,39,2,42
1764904611618,0,39,2,42
1764904611661,0,39,2,43
1764904611706,0,39,4,44
1764904611748,0,38,2,41
1764904611792,0,39,3,43
1764904611834,0,38,2,41
1764904611878,0,39,3,43
1764904611921,0,39,2,42
1764904611964,0,39,2,42
1764904612008,0,39,3,44
1764904612051,1,36,2,41
1764904612094,0,39,2,42
1764904612139,0,39,4,45
1764904612180,0,37,2,40
1764904612223,0,39,2,42
1764904612277,0,44,8,53
1764904612335,0,42,8,51
1764904612377,0,34,7,42
1764904612429,0,42,8,51
1764904612474,8,30,2,41
1764904612518,0,39,3,43
1764904612560,1,38,2,42
1764904612604,0,34,3,38
1764904612647,0,39,2,42
1764904612691,0,40,2,44
1764904612733,0,38,2,41
1764904612776,0,39,2,43
1764904612821,0,40,3,44
1764904612863,0,38,2,41
1764904612906,0,39,2,43
1764904612949,0,39,2,42
1764904612993,0,40,2,43
1764904613036,0,39,2,42
1764904613080,0,39,3,43
1764904613123,1,39,3,43
1764904613166,0,39,2,42
1764904613209,0,39,2,42
1764904613252,0,39,3,43
1764904613295,1,38,2,42
1764904613339,0,40,2,43
1764904613382,0,39,2,42
1764904613425,0,39,2,42
1764904613468,0,40,2,42
1764904613511,0,40,2,43
1764904613559,0,39,6,47
1764904613599,0,35,3,40
1764904613642,0,39,2,42
1764904613686,0,40,2,44
1764904613729,0,38,3,42
1764904613772,2,36,3,41
1764904613816,0,38,4,43
1764904613858,0,37,3,41
1764904613903,0,40,2,44
1764904613944,0,37,2,41
1764904613987,0,39,2,42
1764904614031,0,39,2,43
1764904614074,1,38,2,42
1764904614117,0,39,2,42
1764904614161,0,39,2,43
1764904614205,0,39,3,43
1764904614247,0,38,2,42
1764904614290,0,39,2,43
1764904614333,0,39,2,42
1764904614376,0,40,2,43
1764904614420,0,38,2,42
1764904614464,2,38,2,43
1764904614507,0,39,2,43
1764904614550,0,39,3,43
1764904614593,0,39,2,42
1764904614637,0,39,3,43
1764904614680,0,39,2,43
1764904614723,0,38,2,42
1764904614767,0,40,2,43
1764904614810,0,38,3,42
1764904614853,0,36,3,40
1764904614896,0,38,3,42
1764904614940,0,39,2,43
1764904614982,1,38,2,42
1764904615026,0,39,2,43
1764904615069,0,39,2,43
1764904615113,0,39,2,43
1764904615156,0,39,2,42
1764904615199,0,38,2,42
1764904615243,0,39,3,43
1764904615285,0,38,2,42
1764904615328,0,39,2,42
1764904615371,0,39,2,42
1764904615415,0,40,2,43
1764904615458,1,39,2,42
1764904615501,0,40,2,43
1764904615546,0,39,3,44
1764904615588,0,38,2,42
1764904615632,0,39,2,43
1764904615674,0,38,2,41
1764904615718,0,39,2,43
1764904615761,0,36,2,40
1764904615805,0,38,3,42
1764904615847,0,38,2,42
1764904615891,0,39,2,43
1764904615933,0,39,2,42
1764904615979,0,40,4,45
1764904616022,1,35,3,41
1764904616064,0,38,2,41
1764904616106,0,39,2,42
1764904616150,0,40,2,43
1764904616195,0,40,3,44
1764904616238,0,38,3,42
1764904616280,0,38,2,41
1764904616326,0,39,5,45
1764904616367,1,36,3,40
1764904616410,0,39,2,42
1764904616454,0,37,3,41
1764904616496,0,38,2,41
1764904616541,0,39,3,44
1764904616583,0,37,2,41
1764904616626,0,39,2,43
1764904616670,0,38,3,43
1764904616713,0,38,3,42
1764904616756,0,39,2,42
1764904616800,0,39,3,43
1764904616843,0,38,3,42
1764904616887,0,39,3,43
1764904616929,0,38,3,42
1764904616972,0,38,2,42
1764904617015,1,39,2,43
1764904617058,0,39,2,43
1764904617103,0,41,2,44
1764904617145,0,38,2,42
1764904617189,3,37,3,43
1764904617231,0,39,2,42
1764904617275,0,40,2,43
1764904617318,0,39,2,42
1764904617362,0,37,3,42
1764904617404,0,38,2,41
1764904617448,0,39,2,43
1764904617493,0,38,4,44
1764904617534,2,35,2,40
1764904617578,0,39,2,43
1764904617620,0,39,2,42
1764904617664,0,39,2,43
1764904617708,0,39,3,44
1764904617751,0,39,3,43
1764904617793,0,38,2,41
1764904617838,0,41,2,44
1764904617881,0,38,3,42
1764904617923,0,38,2,42
1764904617967,0,38,2,42
1764904618010,0,39,3,43
1764904618054,0,39,3,43
1764904618098,0,38,4,44
1764904618143,0,40,3,44
1764904618184,0,31,2,35
1764904618232,0,41,5,47
1764904618274,0,34,7,41
1764904618317,0,34,7,42
1764904618356,0,35,2,38
1764904618399,0,39,2,43
1764904618443,0,40,2,43
1764904618486,0,39,2,42
1764904618530,0,39,3,44
1764904618575,0,40,4,44
1764904618616,0,36,2,40
1764904618660,0,39,3,43
1764904618704,0,38,4,43
1764904618746,0,37,2,41
1764904618790,0,39,3,43
1764904618832,0,38,2,41
1764904618876,0,40,3,44
1764904618919,0,39,2,43
1764904618962,0,39,2,43
1764904619005,0,39,2,42
1764904619049,0,40,2,43
1764904619095,0,41,3,45
1764904619137,0,38,3,42
1764904619178,0,36,2,40
1764904619222,0,39,3,43
1764904619266,1,39,3,44
1764904619309,0,38,4,43
1764904619353,0,38,4,43
1764904619399,0,38,6,45
1764904619439,0,35,3,39
1764904619482,0,38,3,43
1764904619524,2,37,2,41
1764904619569,0,41,2,44
1764904619611,0,38,2,41
1764904619654,0,40,2,43
1764904619697,0,39,2,42
1764904619741,2,38,3,43
1764904619784,0,39,2,42
1764904619828,0,39,2,43
1764904619870,0,38,2,41
1764904619915,0,40,3,44
1764904619957,0,38,2,41
1764904620004,0,39,6,46
1764904620044,1,35,2,39
1764904620087,0,39,2,42
1764904620131,0,40,3,44
1764904620174,0,38,2,42
1764904620216,0,37,2,41
1764904620260,0,39,2,43
1764904620304,0,40,2,44
1764904620349,0,38,5,45
1764904620392,0,38,3,42
1764904620433,1,36,2,40
1764904620478,0,40,3,44
1764904620520,1,35,2,39
1764904620563,0,39,2,43
1764904620606,0,39,2,43
1764904620649,0,39,2,42
1764904620693,0,39,2,43
1764904620736,0,39,2,43
1764904620779,0,39,2,42
1764904620823,0,39,2,43
1764904620866,0,39,2,43
1764904620911,0,39,4,44
1764904620952,0,37,2,40
1764904620995,0,39,2,43
1764904621038,0,39,2,42
1764904621083,0,39,2,42
1764904621125,0,37,2,40
1764904621168,0,39,2,43
1764904621213,0,38,3,43
1764904621255,0,38,2,41
1764904621299,0,40,2,44
1764904621341,0,38,2,41
1764904621385,0,39,2,43
1764904621429,0,39,3,43
1764904621471,0,39,2,42
1764904621514,0,39,2,43
1764904621557,0,39,2,43
1764904621601,0,39,2,43
1764904621644,0,39,2,42
1764904621688,0,40,2,43
1764904621731,0,39,2,42
1764904621774,0,39,2,42
1764904621817,0,39,2,43
1764904621861,0,39,2,43
1764904621904,0,39,2,43
1764904621947,0,39,2,43
1764904621991,0,40,2,43
1764904622033,0,39,2,42
1764904622077,0,39,2,42
1764904622123,0,39,2,43
1764904622164,0,37,2,40
1764904622206,1,38,2,42
1764904622251,0,41,2,45
1764904622294,1,38,3,42
1764904622337,1,36,3,41
1764904622380,0,38,3,42
1764904622424,0,39,4,43
1764904622468,0,39,2,43
1764904622510,0,38,2,41
1764904622555,0,40,3,45
1764904622597,0,36,2,40
1764904622639,0,38,2,41
1764904622683,0,39,3,43
1764904622726,0,38,2,42
1764904622770,0,39,3,44
1764904622812,0,38,2,42
1764904622857,0,40,3,44
1764904622899,0,39,2,42
1764904622942,0,38,2,42
1764904622986,0,39,2,43
1764904623031,0,39,5,45
1764904623072,2,35,3,40
1764904623115,0,39,3,43
1764904623159,0,39,2,42
1764904623201,0,39,2,42
1764904623246,0,40,2,44
1764904623289,0,39,3,43
1764904623332,0,37,3,42
1764904623377,0,38,5,45
1764904623418,0,35,2,39
1764904623461,0,39,2,43
1764904623518,0,39,16,56
1764904623552,0,30,3,34
1764904623600,0,39,6,47
Timestamp(ms),Preprocess(ms),Infer(ms),Postprocess(ms),Total(ms)
1764904676366,0,50,8,60
1764904676408,0,33,6,40
1764904676460,2,34,14,51
1764904676494,0,28,4,33
1764904676535,0,36,3,41
1764904676582,0,40,5,46
1764904676622,0,34,4,39
1764904676670,0,39,5,45
1764904676709,2,31,4,38
1764904676758,0,39,8,48
1764904676812,4,43,6,53
1764904676859,1,32,7,41
1764904676905,4,30,9,45
1764904676957,3,39,8,51
1764904677001,1,33,8,43
1764904677039,0,33,4,38
